Churn Category,Age,Number of Dependents,Population,Latitude,Longitude,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender-Male,Gender-Female,Under 30-Yes,Under 30-No,Senior Citizen-Yes,Senior Citizen-No,Married-Yes,Married-No,Dependents-Yes,Dependents-No,Referred a Friend-Yes,Referred a Friend-No,Offer-Offer B,Offer-Offer E,Offer-None,Offer-Offer C,Offer-Offer A,Offer-Offer D,Phone Service-Yes,Phone Service-No,Multiple Lines-Yes,Multiple Lines-No,Internet Service-Yes,Internet Service-No,Internet Type-Fiber Optic,Internet Type-DSL,Internet Type-Cable,Internet Type-None,Online Security-Yes,Online Security-No,Online Backup-Yes,Online Backup-No,Device Protection Plan-Yes,Device Protection Plan-No,Premium Tech Support-Yes,Premium Tech Support-No,Streaming TV-Yes,Streaming TV-No,Streaming Movies-Yes,Streaming Movies-No,Streaming Music-Yes,Streaming Music-No,Unlimited Data-Yes,Unlimited Data-No,Contract-Two Year,Contract-Month-to-Month,Contract-One Year,Paperless Billing-Yes,Paperless Billing-No,Payment Method-Mailed Check,Payment Method-Credit Card,Payment Method-Bank Withdrawal
0,47.0,0.0,28727,,,,0.0,36.0,41.33,0.0,19.55,,0.0,0.0,1487.8799999999999,2108.63,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
0,43.0,0.0,,,,3.0,0.0,1.0,42.34,10.0,45.15,45.15,0.0,0.0,42.34,87.49000000000001,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
0,42.0,0.0,175,39.045246,-122.743181,,0.0,7.0,,0.0,18.95,130.55,0.0,,232.26,362.81,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
5,51.0,0.0,,,,2.0,0.0,22.0,35.93,17.0,100.75,2095.0,,0.0,790.46,2885.46,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0,25.0,1.0,14062,36.727418,-120.123526,5.0,,,,,,,,,,,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.0,0.0,10558,34.168686,-118.057505,4.0,9.0,,5.69,27.0,45.65,323.45,,0.0,34.14,357.59,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0
0,28.0,1.0,26022,37.916648,-122.008483,3.0,0.0,13.0,19.17,59.0,52.1,670.65,,0.0,249.21000000000004,919.86,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
0,38.0,3.0,,,,5.0,0.0,3.0,5.15,0.0,19.95,58.3,0.0,0.0,15.450000000000001,73.75,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,26.0,0.0,327,37.287758,-119.548156,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72.0,0.0,,34.165783,-118.399795,3.0,0.0,66.0,3.57,28.0,108.1,7238.6,0.0,0.0,235.61999999999998,7474.22,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
0,23.0,0.0,31422,38.619049,-121.517552,4.0,0.0,21.0,,71.0,71.05,1524.85,16.91,,364.35,2012.29,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,60.0,0.0,15438,37.84551,-122.235181,5.0,0.0,57.0,1.69,0.0,,1125.6,0.0,0.0,96.33,1221.9299999999998,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
1,,,,32.886925,-117.152162,2.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,0.0,33280,34.050322,-118.147037,3.0,,45.0,,4.0,113.3,5032.25,,0.0,1509.3,6541.55,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
0,,,46171,33.507255,-117.029473,4.0,0.0,3.0,5.39,10.0,90.7,237.65,0.0,0.0,16.169999999999998,253.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
0,43.0,3.0,504,37.890145,-119.184087,5.0,5.0,24.0,46.3,,19.7,494.05,,0.0,1111.1999999999998,1605.2499999999998,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
0,,,17112,34.266389,-118.459744,5.0,0.0,53.0,34.16,0.0,24.6,,37.68,0.0,,3051.7999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,,,29636,37.713926,-121.928425,3.0,7.0,64.0,21.16,23.0,110.3,6997.3,0.0,0.0,1354.24,8351.54,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
5,28.0,2.0,223,38.554383,,1.0,1.0,35.0,,82.0,,2568.55,0.0,0.0,884.4499999999999,3453.0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,,0.0,5729,36.452211,-119.94575,3.0,0.0,53.0,43.57,13.0,,5424.25,0.0,0.0,2309.21,7733.46,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,62.0,0.0,,,,5.0,0.0,29.0,48.2,,98.8,2807.1,,,1397.8000000000002,4204.9,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,25.0,0.0,69850,,-118.200669,4.0,0.0,,45.42,0.0,19.3,185.2,0.0,0.0,454.20000000000005,639.4000000000001,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,21.0,3.0,,,,3.0,0.0,6.0,,0.0,26.35,184.05,0.0,0.0,229.68,413.73,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,60.0,3.0,1195,35.013299,-116.834092,3.0,7.0,27.0,25.26,23.0,75.75,1929.0,0.0,0.0,,2611.02,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,51.0,3.0,17494,33.738543,-117.785046,4.0,,,,,,,,,,,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,47143,,-118.317236,3.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60.0,1.0,36351,32.677716,-117.047666,4.0,6.0,23.0,27.49,,69.5,1652.1,16.89,0.0,,2267.4799999999996,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
0,,1.0,,,,,10.0,21.0,18.0,0.0,19.8,350.1,0.0,0.0,378.0,728.1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
3,76.0,0.0,47999,36.739385,,1.0,0.0,15.0,19.11,8.0,96.3,1426.75,0.0,150.0,286.65,,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
0,30.0,3.0,,,-118.397782,,,,,,,,,,,,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80.0,1.0,,,,5.0,0.0,68.0,32.11,,107.15,7379.8,0.0,50.0,2183.48,9613.28,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
0,,1.0,270,40.310119,-123.909449,5.0,1.0,46.0,5.52,16.0,80.0,3769.7,0.0,0.0,253.92,4023.62,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,26.0,0.0,37879,33.765893,,5.0,0.0,22.0,28.42,73.0,100.65,,5.01,0.0,625.24,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,28.0,0.0,1254,39.435756,-121.552071,,5.0,3.0,41.9,0.0,19.6,55.25,0.0,0.0,125.69999999999999,,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
4,75.0,,34894,38.646096,-121.442433,,0.0,16.0,,16.0,59.4,,0.0,0.0,,1613.1799999999998,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
1,,,19815,,-122.15728,2.0,0.0,35.0,45.14,41.0,85.3,2917.5,23.89,130.0,1579.9,4603.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
0,48.0,1.0,565,39.423046,,5.0,0.0,63.0,24.32,0.0,19.5,1215.1,0.0,,1532.16,2747.26,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,48.0,,91188,33.719869,-117.907063,3.0,0.0,9.0,40.73,29.0,43.75,405.7,5.9,0.0,366.57,766.37,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,33.0,2.0,19440,40.559177,-120.612113,3.0,0.0,41.0,18.72,10.0,88.5,3645.05,,0.0,767.52,4412.57,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
0,,,46171,,-117.029473,4.0,2.0,72.0,11.85,82.0,109.15,7789.6,0.0,0.0,853.1999999999999,8642.800000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
4,,,,32.830852,-116.444601,2.0,0.0,12.0,30.54,,100.15,1164.3,0.0,0.0,366.48,1530.78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,53.0,0.0,,37.773147,-122.411287,3.0,0.0,17.0,41.78,16.0,70.5,1165.6,,0.0,710.26,1875.86,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,63.0,0.0,,32.85723,-117.209774,3.0,1.0,68.0,,18.0,,5293.95,0.0,90.0,1984.24,7368.19,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
2,36.0,0.0,,37.750021,-122.415201,1.0,0.0,,12.5,,82.0,1425.45,0.0,0.0,225.0,1650.45,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
0,41.0,1.0,,,,3.0,4.0,61.0,41.57,21.0,,6145.2,0.0,0.0,2535.77,8680.97,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
0,35.0,0.0,264,38.691607,-121.602284,4.0,0.0,62.0,24.35,16.0,92.3,,0.0,0.0,1509.7,,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1
0,64.0,3.0,43161,33.098018,-117.258203,4.0,6.0,,11.47,0.0,20.15,1337.5,0.0,0.0,,2128.9300000000003,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,36.0,0.0,,,,3.0,0.0,30.0,2.87,29.0,95.0,2852.4,0.0,0.0,86.10000000000001,2938.5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
3,,0.0,20692,34.052842,-118.264495,1.0,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.0,0.0,7863,32.730264,-116.950963,,0.0,8.0,41.93,59.0,,553.4,0.0,0.0,335.44,888.8399999999999,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1
0,47.0,3.0,23570,,-124.108897,5.0,5.0,69.0,38.39,0.0,19.7,,0.0,0.0,2648.91,4045.81,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
0,41.0,0.0,23224,40.796621,-124.15428,3.0,10.0,45.0,26.01,29.0,81.0,3533.6,0.0,0.0,,4704.05,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,54.0,0.0,,41.949216,-122.050062,3.0,0.0,12.0,45.8,4.0,67.25,832.3,,0.0,549.5999999999999,1381.8999999999999,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1
0,,0.0,,35.591387,-121.032256,4.0,,,,,,,,,,,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.0,0.0,2515,35.690535,-118.552784,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75.0,0.0,,38.93496,,4.0,5.0,49.0,26.0,16.0,88.2,4159.45,0.0,0.0,1274.0,,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
0,,,10986,34.406256,-119.726936,4.0,,25.0,19.09,0.0,,477.6,0.0,0.0,477.25,954.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,68.0,0.0,34902,32.85723,-117.209774,,1.0,5.0,47.28,11.0,81.0,371.65,40.64,10.0,236.4,577.41,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,29.0,3.0,82630,34.087558,-117.464096,5.0,0.0,18.0,41.08,48.0,80.55,1406.65,0.0,0.0,739.4399999999999,2146.09,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
0,,0.0,264,40.664483,-123.865325,5.0,0.0,3.0,22.49,,60.65,196.9,0.0,0.0,67.47,264.37,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,64.0,5.0,6277,40.692523,,,7.0,39.0,,76.0,81.5,3107.3,0.0,0.0,1586.52,4693.82,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,38.0,1.0,9278,32.605012,-116.97595,5.0,6.0,71.0,9.4,10.0,76.05,5436.45,0.0,0.0,667.4,6103.849999999999,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1
0,73.0,0.0,678,,-116.821698,4.0,,12.0,37.15,13.0,79.2,,0.0,20.0,445.79999999999995,1409.65,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
2,,0.0,,,,2.0,0.0,1.0,3.14,0.0,19.4,19.4,0.0,,3.14,22.54,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,75.0,0.0,354,34.201108,-116.593456,,0.0,50.0,17.65,29.0,,,0.0,0.0,882.4999999999999,6104.85,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0,41.0,0.0,2718,38.304194,-120.592431,3.0,0.0,25.0,7.17,0.0,,510.8,0.0,0.0,179.25,690.05,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,30.0,,433,37.581496,-119.972762,5.0,1.0,19.0,45.37,52.0,89.1,1620.8,0.0,0.0,862.03,,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3,80.0,0.0,3070,33.475493,-117.219551,,0.0,,39.88,19.0,73.65,73.65,0.0,0.0,39.88,113.53,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1,,,6822,37.5923,-120.853288,3.0,0.0,9.0,24.52,,71.0,672.55,8.35,0.0,,884.8799999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2,80.0,0.0,,34.083086,-117.737997,2.0,,,,,,,,,,,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48.0,3.0,,,,3.0,1.0,,,76.0,110.6,6586.85,36.38,80.0,2421.6,9052.07,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
0,37.0,0.0,,37.943087,,3.0,0.0,8.0,42.78,27.0,54.25,447.75,,0.0,342.24,789.99,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0,55.0,0.0,,40.294034,-120.512622,4.0,0.0,72.0,29.03,27.0,84.3,5997.1,0.0,0.0,2090.16,8087.26,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,43.0,2.0,4848,38.107441,-120.230625,4.0,8.0,70.0,30.33,0.0,24.7,1685.9,0.0,0.0,,3809.0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
0,,,42959,37.74441,-122.486764,4.0,,18.0,15.01,22.0,75.4,1380.4,0.0,0.0,,1650.5800000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
1,,,,,,,,1.0,,20.0,69.4,69.4,0.0,0.0,38.53,107.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0
4,,,22085,34.147149,-118.463365,,0.0,16.0,5.74,0.0,19.7,342.4,0.0,,91.84,434.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,,0.0,53323,33.782068,-118.262263,5.0,3.0,70.0,39.49,28.0,104.8,7308.95,6.11,0.0,2764.3,10067.14,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
0,,0.0,,33.200369,-116.192313,,0.0,,34.8,5.0,74.45,221.1,0.0,70.0,104.39999999999999,395.5,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,,,33389,,-118.435969,,0.0,13.0,,22.0,78.3,1033.95,0.0,150.0,415.09,1599.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
3,70.0,0.0,1351,40.077028,,3.0,0.0,15.0,,19.0,75.65,1146.65,,0.0,695.7,1842.3500000000001,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
